ID,Gender,DOB,10percentage,10board,12graduation,12percentage,12board,CollegeID,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityID,CollegeCityTier,CollegeState,GraduationYear,Salary
262863,m,19-11-1990,56,0,2007,75,0,14519,2,M.Tech./M.E.,computer engineering,70.65,14519,0,Uttar Pradesh,2022,240000
1063434,m,27-12-1990,68.3,state board,2008,81.3,state board,2688,2,B.Tech/B.E.,electronics & telecommunications,76,2688,0,Madhya Pradesh,2021,175000
138253,m,20-07-1987,78.2,cbse,2005,72.6,cbse,11194,2,B.Tech/B.E.,computer engineering,77,11194,0,Orissa,2018,680000
1062655,m,15-02-1993,88,state board,2018,90,state board,3505,2,B.Tech/B.E.,electronics and computer engineering,73.14,3505,0,Andhra Pradesh,2022,300000
520439,m,13-02-1991,66,maharashtra satate board,2014,65,maharashtra satate board,1871,2,B.Tech/B.E.,electronics & telecommunications,57,1871,0,Maharashtra,2021,180000
947155,m,09-10-1992,73,cbse,2014,62.12,cbse,979,2,B.Tech/B.E.,computer science & engineering,53,979,1,Karnataka,2022,200000
217003,m,21-06-1989,79,cbse,2006,69.6,cbse,4948,2,B.Tech/B.E.,computer engineering,72,4948,1,Rajasthan,2019,435000
1264540,m,22-08-1992,80.33,cbse,2018,66.2,cbse,3245,2,B.Tech/B.E.,information technology,67.6,3245,0,Haryana,2022,240000
285145,f,02-08-1989,90.83,ssc,2008,95.1,intermediate,3838,2,B.Tech/B.E.,civil engineering,84.01,3838,0,Andhra Pradesh,2020,300000
818646,f,17-08-1990,86.4,cbse,2008,83.2,cbse,1139,2,B.Tech/B.E.,electronics & telecommunications,74.25,1139,0,Chhattisgarh,2020,230000
940402,m,30-06-1993,85.3,state board,2018,88.3,state board,434,2,B.Tech/B.E.,computer science & engineering,85,434,1,Tamil Nadu,2022,300000
863466,m,20-06-1990,82,cbse,2008,81.2,cbse,6920,1,B.Tech/B.E.,computer science & engineering,71.67,6920,1,Delhi,2021,350000
1203085,m,20-10-1991,84.83,cbse,2014,78.43,cbse,1887,1,B.Tech/B.E.,computer science & engineering,70.66,1887,0,Uttar Pradesh,2022,785000
345074,f,03-07-1990,74.6,cbse,2008,74.6,cbse,172,2,B.Tech/B.E.,computer engineering,66,172,0,Uttar Pradesh,2020,150000
1089283,f,15-04-1993,70,cbse,2018,70,cbse,14004,2,B.Tech/B.E.,civil engineering,65,14004,0,Himachal Pradesh,2022,110000
272869,m,11-09-1987,62,cbse,2005,62,cbse,3725,2,B.Tech/B.E.,information technology,63,3725,0,Madhya Pradesh,2019,350000
872500,f,02-07-1993,82.4,icse,2014,69.16,icse,347,2,B.Tech/B.E.,information technology,84,347,0,Uttar Pradesh,2022,335000
261537,f,25-12-1989,82,cbse,2007,73,cbse,6874,2,B.Tech/B.E.,electrical engineering,63,6874,0,Uttarakhand,2019,430000
600660,m,09-11-1990,82,cbse,2008,76,cbse,33,2,B.Tech/B.E.,computer engineering,67,33,0,Haryana,2020,285000
982516,m,17-12-1991,71.6,cbse,2008,72.8,cbse,387,2,B.Tech/B.E.,computer engineering,65.1,387,0,Uttar Pradesh,2022,90000
1041140,m,08-02-1992,61.57,state board,2008,54.33,state board,4417,2,B.Tech/B.E.,information technology,79.6,4417,0,Madhya Pradesh,2022,200000
274306,m,16-10-1988,90,"board of secondary education, andhra pradesh",2007,96.3,"board of intermediate education, andhra pradesh",499,2,B.Tech/B.E.,computer engineering,72,499,1,Telangana,2019,870000
262479,m,05-07-1988,85.4,cbse,2006,80.2,cbse,158,1,B.Tech/B.E.,computer engineering,88.1,158,0,Jammu and Kashmir,2019,495000
328681,m,01-10-1990,78.2,cbse,2008,67,karnataka pre-university board,1866,2,B.Tech/B.E.,information technology,64.27,1866,1,Karnataka,2020,440000
1119899,m,24-09-1992,73.6,"state board (jac, ranchi)",2014,72,"state board (jac, ranchi)",14029,2,B.Tech/B.E.,computer science & engineering,85.8,14029,0,Orissa,2022,350000
921221,m,03-03-1993,86.14,state board,2018,76,state board,6196,2,B.Tech/B.E.,electronics & telecommunications,62.9,6196,0,Maharashtra,2022,325000
633381,m,25-09-1991,86.4,icse,2014,82.8,icse,11630,2,B.Tech/B.E.,mechanical engineering,71.74,11630,0,Uttar Pradesh,2021,380000
1204604,m,23-11-1991,74.88,state board,2018,82.55,state board,3572,2,B.Tech/B.E.,computer science & engineering,80,3572,0,Karnataka,2022,300000
921009,f,19-10-1992,88.3,state board,2018,83.5,state board,6196,2,B.Tech/B.E.,computer engineering,69.76,6196,0,Maharashtra,2022,200000
1230190,f,26-07-1992,81,cbse,2018,70,cbse,6545,2,B.Tech/B.E.,computer science & engineering,68,6545,0,Uttar Pradesh,2022,300000
133458,m,05-06-1986,64,gyan bharati school,2004,70,dav public school,6953,2,B.Tech/B.E.,electrical engineering,66.7,6953,0,West Bengal,2018,150000
260283,f,03-06-1989,74.5,0,2006,79.5,0,1202,2,B.Tech/B.E.,computer engineering,70.1,1202,1,Tamil Nadu,2018,150000
473843,m,23-11-1988,81,cbse,2006,71,cbse,1736,2,B.Tech/B.E.,computer engineering,68,1736,0,Rajasthan,2019,350000
558050,m,17-06-1991,67.72,matriculation,2008,67.25,state board,4959,2,B.Tech/B.E.,computer engineering,80.06,4959,0,Tamil Nadu,2020,185000
320764,f,25-05-1991,89,state,2008,97.6,state,5015,2,B.Tech/B.E.,computer engineering,80,5015,0,Andhra Pradesh,2020,375000
57430,m,20-10-1986,68,0,2003,62.8,0,3579,2,B.Tech/B.E.,computer engineering,70.1,3579,0,Uttar Pradesh,2018,180000
1000998,m,05-03-1992,88.2,state board,2018,83.58,state board,482,2,B.Tech/B.E.,mechanical engineering,74.48,482,0,Tamil Nadu,2022,100000
102965,m,02-04-1989,88.5,anglo indian,2006,88.16,state board,940,2,B.Tech/B.E.,information technology,80,940,1,Tamil Nadu,2018,460000
947534,m,30-11-1992,87.52,state board,2018,74.5,state board,314,2,B.Tech/B.E.,computer science & engineering,72.78,314,1,Karnataka,2022,310000
487704,m,10-09-1992,63.5,up board,2014,66,uo board,10932,2,B.Tech/B.E.,mechanical engineering,63,10932,0,Uttar Pradesh,2021,144000
332142,m,09-10-1990,62.5,cbse,2008,63.83,cbse,10932,2,B.Tech/B.E.,computer engineering,62.58,10932,0,Uttar Pradesh,2020,230000
330355,m,19-02-1991,84,ssc,2008,90.3,0,8818,2,B.Tech/B.E.,mechanical engineering,81,8818,1,Telangana,2020,500000
959435,f,17-07-1992,82.2,cbse,2018,76,cbse,4319,2,B.Tech/B.E.,computer science & engineering,76.62,4319,0,Punjab,2022,180000
640729,f,18-10-1991,76,cbse,2014,77,cbse,1622,2,B.Tech/B.E.,information technology,76.13,1622,0,Madhya Pradesh,2021,300000
846760,f,10-11-1991,81.03,state board,2008,70,cbse,8160,2,B.Tech/B.E.,information technology,72,8160,0,Haryana,2020,90000
1259766,m,03-08-1990,88.4,icse,2014,74.6,cbse,65,2,B.Tech/B.E.,computer science & engineering,78.52,65,0,Uttar Pradesh,2022,325000
583152,m,09-06-1992,88.76,cbse,2014,85.2,cbse,2817,1,B.Tech/B.E.,computer engineering,78.16,2817,0,Chhattisgarh,2021,510000
964045,f,24-11-1992,87.5,state board,2018,93.6,state board,1428,2,B.Tech/B.E.,information technology,70.22,1428,1,Telangana,2022,300000
829991,m,17-08-1991,70,icse,2018,75,isc,462,2,B.Tech/B.E.,computer science & engineering,68,462,1,Karnataka,2022,325000
333417,m,27-01-1991,69.4,cbse,2008,61.2,cbse,6434,2,B.Tech/B.E.,computer engineering,78.8,6434,0,Uttarakhand,2020,700000
226736,m,13-05-1989,77,state board,2007,67,state board,431,2,B.Tech/B.E.,information technology,68.3,431,0,Tamil Nadu,2019,100000
1123050,m,15-06-1990,63.33,state board,2014,72.15,state board,7783,2,B.Tech/B.E.,computer science & engineering,66,7783,1,Rajasthan,2021,100000
1149831,m,11-04-1993,92.8,state board,2018,91.83,state board,539,2,B.Tech/B.E.,information technology,70.9,539,0,Tamil Nadu,2022,220000
1088268,m,26-07-1991,62,state board,2008,60.2,state board,11548,2,B.Tech/B.E.,information technology,68.3,11548,0,Maharashtra,2021,240000
346321,m,02-05-1991,85,cbse,2008,81.1,karnataka board,8811,2,B.Tech/B.E.,computer engineering,70.1,8811,1,Karnataka,2020,410000
563011,m,16-04-1988,77.8,board of secondary education,2005,74.2,board of intermediate education,449,2,M.Tech./M.E.,computer engineering,72.7,449,1,Tamil Nadu,2020,140000
919445,m,25-08-1991,73.4,cbse,2014,68,cbse,7376,2,B.Tech/B.E.,mechanical engineering,76.83,7376,0,Uttar Pradesh,2022,325000
1148365,m,25-12-1991,65,state board,2014,75.6,state board,6904,2,B.Tech/B.E.,information technology,62,6904,1,Tamil Nadu,2021,105000
604484,f,30-01-1991,82,cbse,2008,74.4,cbse,34,1,B.Tech/B.E.,information technology,72.34,34,0,Haryana,2020,180000
325701,f,24-07-1989,50.6,cbse,2008,82.8,board of intermediate education,9164,2,B.Tech/B.E.,computer engineering,69.16,9164,1,Telangana,2020,115000
339763,f,08-05-1990,81.6,cbse,2008,72,cbse,11368,2,B.Tech/B.E.,information technology,73.84,11368,0,Uttar Pradesh,2020,120000
1230280,m,21-06-1992,86.8,cbse,2014,63.6,state board,2285,2,B.Tech/B.E.,computer science & engineering,85.2,2285,0,West Bengal,2022,315000
458867,m,29-04-1992,66.16,up board,2008,58.4,up board,7627,2,B.Tech/B.E.,information technology,65.9,7627,0,Uttar Pradesh,2021,320000
496538,f,16-08-1990,71,cbse,2007,70,cbse,58,2,B.Tech/B.E.,computer engineering,74,58,0,Haryana,2019,265000
1066890,m,03-08-1992,84,state board,2014,84,state board,9199,2,B.Tech/B.E.,information technology,66,9199,0,Tamil Nadu,2021,180000
613031,m,21-07-1992,89.6,state board,2014,95.2,state board,1764,2,B.Tech/B.E.,computer science & engineering,79.37,1764,0,Andhra Pradesh,2021,350000
325665,m,25-08-1988,80,west bengal board of secondary education,2007,81,west bengal council of higher secondary education,252,2,B.Tech/B.E.,computer engineering,77.8,252,1,West Bengal,2020,335000
1034607,m,25-06-1991,85.73,state board,2008,70,state board,11548,2,B.Tech/B.E.,computer science & engineering,56.5,11548,0,Maharashtra,2022,300000
539169,m,27-03-1991,85.5,0,2008,92.5,0,3026,2,B.Tech/B.E.,information technology,68.17,3026,1,Telangana,2020,495000
900799,m,15-03-1992,94.6,state board,2014,91.2,state board,402,1,B.Tech/B.E.,electronics & telecommunications,80,402,0,Madhya Pradesh,2022,320000
467264,f,18-06-1990,74,cbse,2007,84.4,state board,14523,2,B.Tech/B.E.,electrical engineering,74.49,14523,0,Andhra Pradesh,2019,180000
390136,m,01-02-1991,64.48,kseeb,2008,52.34,puboard,10342,2,B.Tech/B.E.,electronics & telecommunications,63,10342,1,Karnataka,2020,110000
533473,m,27-08-1989,75.8,central board of secondary education,2008,61.6,central board of secondary education,7031,2,B.Tech/B.E.,computer engineering,65,7031,0,Chhattisgarh,2020,325000
356190,m,25-08-1989,52,up baord,2007,65,up baord,7134,2,B.Tech/B.E.,information technology,67.68,7134,0,Uttar Pradesh,2020,230000
59555,m,21-08-1987,77.4,0,2005,73.4,0,3200,1,B.Tech/B.E.,computer engineering,70.8,3200,1,Delhi,2020,400000
206705,m,02-01-1989,62,0,2006,75,0,144,2,B.Tech/B.E.,mechanical engineering,70,144,0,Uttar Pradesh,2019,500000
57211,m,22-11-1989,62,0,2005,62,0,3579,2,B.Tech/B.E.,computer engineering,74,3579,0,Uttar Pradesh,2018,480000
220946,m,28-05-1989,80.58,pseb,2006,80.22,pseb,285,1,B.Tech/B.E.,mechanical engineering,86.1,285,0,Punjab,2019,810000
914981,m,18-04-1988,88,cbse,2005,72.6,cbse,6921,2,B.Tech/B.E.,chemical engineering,58.86,6921,0,Maharashtra,2021,200000
827594,m,22-02-1992,76.5,cbse,2018,81.8,cbse,47,1,B.Tech/B.E.,computer science & engineering,76.4,47,1,Delhi,2022,325000
112075,f,19-12-1987,76,sslc,2006,77,"board of higher secondary examination, kerala",1000,2,B.Tech/B.E.,computer engineering,68,1000,0,Kerala,2018,320000
552690,m,04-03-1990,75,cbse,2008,67,cbse,7542,2,B.Tech/B.E.,computer science & engineering,68,7542,1,Delhi,2021,240000
335938,f,10-09-1991,86.7,board of secondary education,2008,89,board of intermediate education,3174,2,B.Tech/B.E.,computer engineering,72,3174,0,Andhra Pradesh,2020,300000
225959,m,03-11-1989,86.13,"maharashtra state board of secondary and higher secondary education,pune",2008,82.5,department of pre-university education,8099,2,B.Tech/B.E.,computer engineering,67.38,8099,0,Karnataka,2020,395000
1289702,m,09-11-1991,60.46,state board,2014,55.5,state board,13149,2,B.Tech/B.E.,computer science & engineering,59.07,13149,0,Maharashtra,2021,180000
1095080,m,15-03-1992,50.5,state board,2014,55,state board,4971,2,B.Tech/B.E.,information technology,64.5,4971,0,Uttar Pradesh,2021,235000
901224,f,05-07-1993,85.76,state board,2018,83.83,state board,316,2,B.Tech/B.E.,computer science & engineering,78.15,316,1,Karnataka,2022,315000
959981,m,02-03-1991,71.28,icse,2014,68.66,icse,7255,2,B.Tech/B.E.,information technology,72,7255,0,Haryana,2022,90000
1112003,m,24-12-1989,68.66,state board,2007,61.8,state board,8159,2,B.Tech/B.E.,computer science & engineering,65.72,8159,0,Uttar Pradesh,2021,120000
1218624,m,30-01-1992,74.8,cbse,2014,68,cbse,96,2,B.Tech/B.E.,information technology,69,96,0,Sikkim,2022,345000
267683,m,20-02-1989,65,bseb,2005,66,cbse,462,2,B.Tech/B.E.,information technology,60.23,462,1,Karnataka,2019,360000
311098,m,02-09-1983,49,cbse,2007,75,"sbte, jharkhand",9738,2,B.Tech/B.E.,information technology,65,9738,0,Uttar Pradesh,2019,120000
292803,m,15-02-1991,60,up,2007,62,up,7881,2,B.Tech/B.E.,information technology,70,7881,0,Uttar Pradesh,2020,200000
1296310,m,17-01-1991,78,state board,2014,72,state board,6874,2,B.Tech/B.E.,information technology,64,6874,0,Uttarakhand,2022,225000
955301,f,18-03-1992,64,state board,2014,69.2,state board,172,2,B.Tech/B.E.,information technology,71.8,172,0,Uttar Pradesh,2022,240000
1262900,m,14-06-1993,58.9,state board,2018,68,state board,1808,2,B.Tech/B.E.,computer science & engineering,6.85,1808,0,Tamil Nadu,2022,180000
652269,m,27-12-1991,76,icse,2014,74,cbse,13375,2,B.Tech/B.E.,civil engineering,77,13375,0,Tamil Nadu,2021,180000
161107,m,16-02-1989,62.88,state,2006,77.5,state,315,2,B.Tech/B.E.,information technology,70,315,1,Karnataka,2018,560000
553371,f,30-09-1990,72,cbse,2014,73,cbse,13210,2,B.Tech/B.E.,computer engineering,71,13210,0,Uttar Pradesh,2021,335000
869283,f,03-01-1993,90,state board,2018,75.75,state board,8888,2,B.Tech/B.E.,information technology,72,8888,0,Tamil Nadu,2022,100000
327759,m,05-10-1990,81.6,cbse,2008,87.6,cbse,13,1,B.Tech/B.E.,computer engineering,76.48,13,1,Delhi,2020,880000
1230478,m,21-12-1992,85,icse,2018,75,cbse,319,2,B.Tech/B.E.,computer science & engineering,60,319,1,Karnataka,2022,200000
1063512,m,31-05-1992,76,state board,2014,66,state board,1358,2,B.Tech/B.E.,electronics engineering,56.24,1358,1,Maharashtra,2021,300000
576122,m,03-07-1991,71,up board,2007,72.6,up board,144,2,B.Tech/B.E.,computer engineering,73.6,144,0,Uttar Pradesh,2021,200000
692668,m,28-02-1992,67.75,state board,2014,61.5,state board,13697,2,B.Tech/B.E.,computer science & engineering,76.1,13697,1,West Bengal,2021,70000
644440,m,07-08-1991,84.2,state board,2014,81.25,state board,13371,2,B.Tech/B.E.,computer science & engineering,75,13371,0,Union Territory,2021,110000
1083136,m,24-11-1990,87.2,state board,2014,87.14,state board,5216,2,B.Tech/B.E.,computer science & engineering,77,5216,1,West Bengal,2022,300000
52581,m,01-06-1987,65.5,karnataka secondary education,2006,69.5,"department of technical education, bangalore",356,2,B.Tech/B.E.,information technology,56.7,356,1,Karnataka,2014,180000
869474,m,17-12-1992,91.5,state board,2018,75.5,state board,8888,2,B.Tech/B.E.,mechanical engineering,76,8888,0,Tamil Nadu,2022,240000
576225,m,02-01-1992,65,cbse,2008,65,cbse,7376,2,B.Tech/B.E.,computer science & engineering,71.42,7376,0,Uttar Pradesh,2021,120000
910160,m,21-05-1993,78.2,state board,2018,76,state board,4042,2,B.Tech/B.E.,computer science & engineering,74,4042,0,Tamil Nadu,2022,195000
905258,m,04-06-1992,82,cbse,2018,78.8,cbse,6290,1,B.Tech/B.E.,computer science & engineering,71,6290,0,Himachal Pradesh,2022,325000
278656,m,20-09-1989,67.8,up board,2006,74,up board,568,2,B.Tech/B.E.,computer engineering,70.4,568,0,Uttar Pradesh,2019,305000
662008,f,13-11-1987,75,state board,2018,78,west bengal state council of technical education,12992,2,B.Tech/B.E.,computer engineering,71.1,12992,1,West Bengal,2021,100000
238392,f,24-09-1989,91,0,2007,82,0,1067,2,B.Tech/B.E.,information technology,76,1067,0,Karnataka,2019,450000
138359,m,16-06-1988,82.2,madhya pradesh board,2006,82.6,madhya pradesh board,403,2,B.Tech/B.E.,computer science & engineering,75.88,403,0,Madhya Pradesh,2018,335000
1225896,f,10-08-1991,86,state board,2014,77,state board,4973,2,B.Tech/B.E.,computer science & engineering,75,4973,0,Madhya Pradesh,2021,120000
1279983,f,25-06-1991,73,cbse,2014,74.6,cbse,1875,2,B.Tech/B.E.,computer engineering,79.21,1875,0,Uttar Pradesh,2022,200000
597697,m,01-03-1992,83.6,cbse,2014,85.4,cbse,47,1,B.Tech/B.E.,computer engineering,73.3,47,1,Delhi,2021,325000
655270,f,05-07-1991,83,state board,2008,73,state board,8310,2,B.Tech/B.E.,computer engineering,74,8310,1,Rajasthan,2021,250000
337629,f,10-09-1990,93.5,0,2008,95.3,0,3076,2,B.Tech/B.E.,computer engineering,92.3,3076,0,Tamil Nadu,2020,300000
1082552,f,13-12-1993,81,cbse,2018,75.5,cbse,6814,2,B.Tech/B.E.,computer science & engineering,82.8,6814,0,West Bengal,2022,200000
1099501,m,10-07-1993,54,state board,2018,64,state board,7600,2,B.Tech/B.E.,computer science & engineering,62,7600,0,Uttar Pradesh,2022,110000
1239524,m,09-01-1990,64,cbse,2007,61,cbse,1940,2,B.Tech/B.E.,computer science & engineering,62,1940,1,Karnataka,2020,180000
293843,m,08-02-1987,58.8,cbse board,2004,65.5,maharashtra board,477,2,B.Tech/B.E.,electronics engineering,51,477,1,Maharashtra,2019,110000
1224952,m,15-07-1991,60.1,state board,2007,66.4,state board,1887,1,B.Tech/B.E.,computer science & engineering,65.22,1887,0,Uttar Pradesh,2022,325000
328944,f,09-02-1990,94.4,0,2008,87,0,1866,2,B.Tech/B.E.,electronics & telecommunications,80.9,1866,1,Karnataka,2020,450000
669240,m,16-01-1992,61.1,state board,2007,60,state board,13808,2,B.Tech/B.E.,information technology,65.62,13808,0,Uttar Pradesh,2021,280000
445747,m,12-11-1989,66,icse,2007,69,icse,13210,2,B.Tech/B.E.,information technology,63,13210,0,Uttar Pradesh,2020,180000
331779,m,26-01-1990,79.2,state board,2008,86.91,state board,8011,2,B.Tech/B.E.,information technology,70.5,8011,0,Tamil Nadu,2020,160000
586115,m,10-03-1990,74,wbbse,2007,71,wbbhse,13040,2,B.Tech/B.E.,information technology,80.7,13040,1,West Bengal,2020,145000
389449,f,08-11-1990,86.8,cbse,2008,84.6,cbse,7557,2,B.Tech/B.E.,computer engineering,83.9,7557,1,Delhi,2020,420000
48647,m,27-11-1987,74.4,kseeb,2005,79,pub,1859,2,B.Tech/B.E.,information technology,62.81,1859,0,Karnataka,2014,600000
289737,m,24-05-1989,80.5,board of secondary education,2008,71.25,diploma in computers,1422,2,B.Tech/B.E.,computer engineering,65,1422,0,Andhra Pradesh,2019,300000
407686,m,11-11-1990,90.5,0,2008,95.3,0,3801,2,B.Tech/B.E.,information technology,88.8,3801,0,Karnataka,2020,400000
941984,m,24-08-1992,68,cbse,2018,74,cbse,272,2,B.Tech/B.E.,mechanical engineering,71.2,272,0,Punjab,2022,180000
602117,m,20-12-1990,81,cbse,2008,76.4,cbse,196,2,B.Tech/B.E.,mechanical engineering,69.7,196,0,Haryana,2020,455000
1077269,m,16-08-1990,78.2,cbse,2014,68.2,cbse,7685,2,B.Tech/B.E.,chemical engineering,76,7685,1,West Bengal,2021,380000
1218872,f,16-03-1991,80.6,cbse,2008,69,cbse,9256,2,B.Tech/B.E.,information technology,54,9256,0,Rajasthan,2022,150000
425471,m,13-08-1991,70,cbse,2008,73.8,cbse,75,2,B.Tech/B.E.,computer engineering,79.12,75,0,Uttar Pradesh,2020,305000
330663,f,27-02-1991,80.83,ssc,2008,92.2,bie,9837,2,B.Tech/B.E.,computer engineering,78.85,9837,1,Telangana,2020,410000
660767,m,23-10-1991,87,icse,2014,88,icse,8735,2,B.Tech/B.E.,computer science & engineering,66,8735,0,Uttar Pradesh,2021,200000
869298,f,02-06-1993,85,state board,2018,74,state board,2959,2,B.Tech/B.E.,information technology,74.9,2959,0,Tamil Nadu,2022,220000
124278,m,10-06-1989,86.8,ssc,2006,85.5,hsc,1329,2,B.Tech/B.E.,electronics & telecommunications,63.17,1329,1,Maharashtra,2018,475000
580616,f,14-09-1991,87,cbse,2014,84.4,cbse,8195,1,B.Tech/B.E.,computer engineering,79.3,8195,1,Delhi,2021,360000
1088714,m,23-01-1991,79.6,cbse,2014,72.5,cbse,2027,2,B.Tech/B.E.,computer science & engineering,62.28,2027,0,Haryana,2021,120000
283274,m,13-06-1988,60.83,u p board,2006,70.4,u p board,4234,2,B.Tech/B.E.,information technology,70.38,4234,0,Uttar Pradesh,2019,600000
900218,m,11-01-1988,82,cbse,2005,75.8,cbse,443,1,M.Tech./M.E.,other,82.5,443,0,Uttar Pradesh,2022,420000
1119237,m,19-10-1992,81.4,cbse,2014,71,cbse,3002,2,B.Tech/B.E.,electronics & telecommunications,77,3002,0,Orissa,2022,400000
309046,m,21-11-1993,71,cbse,2014,60,cbse,5904,2,B.Tech/B.E.,information technology,63,5904,0,Uttar Pradesh,2021,250000
1117475,f,16-11-1991,70.61,state board,2014,70.83,state board,16578,2,B.Tech/B.E.,computer engineering,60,16578,1,Maharashtra,2021,200000
100113,f,23-06-1988,72,ssc,2005,74,board of intermediate,4809,2,B.Tech/B.E.,electronics & telecommunications,68.9,4809,1,Telangana,2018,510000
658893,m,01-10-1990,92.6,cbse,2008,83.8,cbse,1825,1,B.Tech/B.E.,computer engineering,84.6,1825,0,West Bengal,2021,365000
669368,m,07-11-1991,81.38,state board,2014,71.33,state board,11629,2,B.Tech/B.E.,information technology,65.97,11629,0,Maharashtra,2021,320000
905195,m,28-08-1991,80,cbse,2014,70,cbse,6290,1,B.Tech/B.E.,information technology,65,6290,0,Himachal Pradesh,2022,400000
1003364,m,12-05-1993,57,state board,2018,70,state board,16213,2,B.Tech/B.E.,information technology,68.88,16213,0,Uttar Pradesh,2022,180000
1233060,m,26-05-1990,79.6,state board,2008,78,state board,3113,2,B.Tech/B.E.,electronics & telecommunications,54.75,3113,0,Maharashtra,2021,145000
340045,m,20-08-1991,58.16,up board,2014,72,up board,10932,2,B.Tech/B.E.,computer science & engineering,65.51,10932,0,Uttar Pradesh,2021,100000
636997,m,10-03-1992,77.5,state board,2008,67,state board,4501,2,B.Tech/B.E.,information technology,69.5,4501,0,Uttar Pradesh,2021,235000
1044637,m,05-12-1991,83.6,cbse,2018,81,cbse,13,1,B.Tech/B.E.,computer science & engineering,70,13,1,Delhi,2022,275000
1088771,m,27-01-1990,70,state board,2006,62,state board,14852,2,B.Tech/B.E.,information technology,63.3,14852,0,Uttar Pradesh,2020,180000
878500,m,23-02-1993,91.2,matriculation,2018,89,state board,12187,2,B.Tech/B.E.,mechanical engineering,79.8,12187,0,Tamil Nadu,2022,75000
479756,m,10-12-1990,77.6,bharathi matriculation school,2008,71.2,jaycee matriculation school,4042,2,B.Tech/B.E.,information technology,68,4042,0,Tamil Nadu,2020,300000
669934,m,02-06-1992,74,rajasthan board,2014,79.23,rajasthan board,9699,2,B.Tech/B.E.,computer engineering,69,9699,1,Rajasthan,2021,200000
655292,f,29-05-1992,70,state board,2014,62,state board,8310,2,B.Tech/B.E.,computer engineering,64.9,8310,1,Rajasthan,2021,180000
624843,f,26-09-1991,78,state board,2014,79.8,state board,4233,2,B.Tech/B.E.,electrical engineering,76,4233,0,Tamil Nadu,2021,110000
1058932,m,26-10-1989,73,cbse,2006,61.6,cbse,2177,1,B.Tech/B.E.,information technology,66.9,2177,0,Rajasthan,2021,400000
1259641,f,21-02-1992,87,cbse,2008,60,cbse,973,2,B.Tech/B.E.,computer science & engineering,70.82,973,0,Uttar Pradesh,2021,220000
256680,m,25-08-1989,59,icse,2007,54.14,puc,1461,2,B.Tech/B.E.,information technology,58,1461,0,Karnataka,2019,520000
436253,f,29-10-1989,84.14,cbse,2007,73.61,cbse,48,1,B.Tech/B.E.,computer engineering,76.09,48,1,Delhi,2020,200000
484152,m,16-05-1991,89,state board,2014,78,state board,2665,2,B.Tech/B.E.,electronics & telecommunications,70.26,2665,0,Maharashtra,2021,400000
1269213,m,31-01-1989,68,cbse,2014,64.8,cbse,5483,2,B.Tech/B.E.,computer science & engineering,74,5483,1,West Bengal,2022,120000
1266709,m,18-01-1992,73,state board,2014,66,state board,987,2,B.Tech/B.E.,computer science & engineering,70,987,0,Orissa,2022,195000
206734,m,07-11-1988,60,0,2004,59,0,144,2,B.Tech/B.E.,computer engineering,67,144,0,Uttar Pradesh,2019,675000
752115,m,29-10-1991,89,cbse,2008,63,cbse,5483,2,B.Tech/B.E.,information technology,75.2,5483,1,West Bengal,2021,300000
41012,m,20-04-1986,81,icse,2005,77,mp,402,1,B.Tech/B.E.,electronics & telecommunications,77,402,0,Madhya Pradesh,2018,370000
333439,m,20-09-1991,67,uttrakhand board,2008,76,uttrakhand board,6434,2,B.Tech/B.E.,civil engineering,58,6434,0,Uttarakhand,2020,290000
214454,f,30-08-1989,74.6,cbse,2006,68.6,cbse,44,2,B.Tech/B.E.,computer engineering,77,44,0,Uttar Pradesh,2020,190000
642404,m,01-07-1992,92,cbse,2014,90.2,state board,436,1,B.Tech/B.E.,civil engineering,77.78,436,0,Uttarakhand,2021,600000
416040,m,03-04-1990,80.6,0,2007,67,0,53,2,B.Tech/B.E.,information technology,63.19,53,0,Uttar Pradesh,2020,400000
215639,m,20-04-1989,81.6,cbse,2007,72.2,cbse,5026,2,B.Tech/B.E.,mechanical engineering,65,5026,0,Orissa,2019,370000
534043,m,30-08-1990,78,nagpur,2008,64,nagpur,11583,2,B.Tech/B.E.,mechanical engineering,58,11583,0,Maharashtra,2021,120000
1097167,f,23-02-1993,85,state board,2018,81,state board,9198,2,B.Tech/B.E.,computer science & engineering,76.4,9198,1,Telangana,2022,400000
318391,f,10-08-1990,83.5,ssc,2008,94.2,ssc,5071,2,B.Tech/B.E.,information technology,88.2,5071,0,Andhra Pradesh,2020,425000
439125,m,27-01-1989,88.53,board of secondary education (bse) orissa,2007,83.88,certificate for higher secondary education (chse)orissa,3081,2,B.Tech/B.E.,electronics & telecommunications,77.1,3081,0,Orissa,2020,450000
611020,m,07-08-1992,86.6,state board,2014,78.4,state board,961,2,B.Tech/B.E.,computer science & engineering,68.5,961,1,Telangana,2021,240000
863437,m,10-12-1990,82,icse,2014,82,icse,10268,2,B.Tech/B.E.,computer science & engineering,67,10268,1,Karnataka,2021,325000
331251,f,10-12-1990,92,board of secondary education,2008,94.9,board of intermediate,9769,2,B.Tech/B.E.,computer engineering,76,9769,1,Telangana,2020,355000
265303,f,06-10-1989,94.8,state board,2007,84.09,state board,1263,2,B.Tech/B.E.,computer engineering,72.8,1263,1,Tamil Nadu,2019,110000
